template,nonholdout_n,nonholdout_sessions,top_action,top_count,purity,holdout_n,nonholdout_action_counts,example_prompt,holdout_non_au_matches,changed_rows,fixed,broken,wrong_to_wrong,macro_f1,delta_vs_base,passes_judge_gate,passes_safe_gate
paths에 ~ 별칭이 빠져있네. nuxt 설정이랑도 맞춰야 하나? 헷갈리는데 어디 기준으로 맞출지 물어볼게,2,2,plan_task,2,1.0,0,"{""plan_task"": 2}",paths에 ~ 별칭이 빠져있네. nuxt 설정이랑도 맞춰야 하나? 헷갈리는데 어디 기준으로 맞출지 물어볼게,0,0,0,0,0,0.7387722812652203,0.0,False,False
pin the provider back to <<IDENT>> in the required_providers block,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",pin the provider back to 5.x in the required_providers block,0,0,0,0,0,0.7387722812652203,0.0,False,False
pip install 캐시 안 쓰게 --no-cache-dir 붙어있긴 하네. 로컬에서 빌드 한번 돌려서 통과하는지 보자,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",pip install 캐시 안 쓰게 --no-cache-dir 붙어있긴 하네. 로컬에서 빌드 한번 돌려서 통과하는지 보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
"plan this out before touching anything, it spans a few files",2,2,plan_task,2,1.0,0,"{""plan_task"": 2}","plan this out before touching anything, it spans a few files",0,0,0,0,0,0.7387722812652203,0.0,False,False
plan 돌리면 노드풀을 통째로 destroy 하려고 함. 이거 위험한데. 일단 plan부터 떠봐,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",plan 돌리면 노드풀을 통째로 destroy 하려고 함. 이거 위험한데. 일단 plan부터 떠봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
plan 통과되나 확인,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",plan 통과되나 확인,0,0,0,0,0,0.7387722812652203,0.0,False,False
plan으로 변경 의도한대로 잡히는지 확인하자,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",plan으로 변경 의도한대로 잡히는지 확인하자,0,0,0,0,0,0.7387722812652203,0.0,False,False
progressDeadlineSeconds가 아예 없네. 600으로 추가하고 replicas 롤링 maxUnavailable도 0으로 잡아줘 시간 될 때,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",progressDeadlineSeconds가 아예 없네. 600으로 추가하고 replicas 롤링 maxUnavailable도 0으로 잡아줘 시간 될 때,0,0,0,0,0,0.7387722812652203,0.0,False,False
pull up the users staging model,2,2,list_directory,2,1.0,0,"{""list_directory"": 2}",pull up the users staging model,0,0,0,0,0,0.7387722812652203,0.0,False,False
push it to the cluster,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",push it to the cluster,0,0,0,0,0,0.7387722812652203,0.0,False,False
python <<IDENT>> 했더니 <IDENT>: requests 떠. 의존성 파일에 빠진건가?,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",python main.py 했더니 ModuleNotFoundError: requests 떠. 의존성 파일에 빠진건가?,0,0,0,0,0,0.7387722812652203,0.0,False,False
quick thing — what's the failure,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",quick thing — what's the failure,0,0,0,0,0,0.7387722812652203,0.0,False,False
"rate limiting 미들웨어를 인증 라우트에 넣고 싶은데, 요청을 어떻게 받는지 모르겠어. 어디서 처리하는지 찾아줘",2,2,grep_search,2,1.0,0,"{""grep_search"": 2}","rate limiting 미들웨어를 인증 라우트에 넣고 싶은데, 요청을 어떻게 받는지 모르겠어. 어디서 처리하는지 찾아줘",0,0,0,0,0,0.7387722812652203,0.0,False,False
react-native-svg is in there. does anything actually import it,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",react-native-svg is in there. does anything actually import it,0,0,0,0,0,0.7387722812652203,0.0,False,False
readiness <IDENT> is 5s but the app needs ~40s to warm. bump it,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",readiness initialDelay is 5s but the app needs ~40s to warm. bump it,0,0,0,0,0,0.7387722812652203,0.0,False,False
readiness probe도 같은 컨테이너에 추가해야지. httpGet으로 /healthz <NUM> 잡아줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",readiness probe도 같은 컨테이너에 추가해야지. httpGet으로 /healthz 8080 잡아줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
rebuild the terraform and see if the counts line up now,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",rebuild the terraform and see if the counts line up now,0,0,0,0,0,0.7387722812652203,0.0,False,False
requires-python이 >=<NUM>.11이야. <NUM>.10에서 깨질 만하다. CI 매트릭스 실제 로그 한번 보자,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",requires-python이 >=3.11이야. 3.10에서 깨질 만하다. CI 매트릭스 실제 로그 한번 보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
rerun,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",rerun,0,0,0,0,0,0.7387722812652203,0.0,False,False
rerun the large config for a bit and confirm the nan is gone,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",rerun the large config for a bit and confirm the nan is gone,0,0,0,0,0,0.7387722812652203,0.0,False,False
rerun the type check,2,2,lint_or_typecheck,2,1.0,0,"{""lint_or_typecheck"": 2}",rerun the type check,0,0,0,0,0,0.7387722812652203,0.0,False,False
retries 키가 아예 빠져 있네. <IDENT> 안 default_args에 retries 넣어서 테스트 기대값 맞춰줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",retries 키가 아예 빠져 있네. useAuth 안 default_args에 retries 넣어서 테스트 기대값 맞춰줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
retry android,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",retry android,0,0,0,0,0,0.7387722812652203,0.0,False,False
"right, <IDENT> is correct. <<IDENT>> is one of the stale callers?",2,2,read_file,2,1.0,0,"{""read_file"": 2}","right, SeqTransformer is correct. dbt_project.yml is one of the stale callers?",0,0,0,0,0,0.7387722812652203,0.0,False,False
"right, mismatch confirmed. what's the standard way jose handles exp these days, is it seconds?",2,2,web_search,2,1.0,0,"{""web_search"": 2}","right, mismatch confirmed. what's the standard way jose handles exp these days, is it seconds?",0,0,0,0,0,0.7387722812652203,0.0,False,False
"right, separate the read model from the internal one. this touches the schema and the route that returns it — do it together thx",2,2,edit_file,2,1.0,0,"{""edit_file"": 2}","right, separate the read model from the internal one. this touches the schema and the route that returns it — do it together thx",0,0,0,0,0,0.7387722812652203,0.0,False,False
rn이랑 reanimated 버전이 안 맞아서 설치가 꼬여. <<IDENT>> 봐,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",rn이랑 reanimated 버전이 안 맞아서 설치가 꼬여. src/cli.rs 봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
rollout undo 에 --to-revision 없이 그냥 undo 만 박혀있네. 현재 히스토리 한번 뽑아봐,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",rollout undo 에 --to-revision 없이 그냥 undo 만 박혀있네. 현재 히스토리 한번 뽑아봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
"rollout undo 호출 직전에 헬스체크 한 번 더 거는 게 안전할 것 같은데, 그 부분만 살짝 보강해줘",2,2,edit_file,2,1.0,0,"{""edit_file"": 2}","rollout undo 호출 직전에 헬스체크 한 번 더 거는 게 안전할 것 같은데, 그 부분만 살짝 보강해줘",0,0,0,0,0,0.7387722812652203,0.0,False,False
root.go랑 <<IDENT>> 둘 다 호출부 한 번에 고쳐줘 가능하면,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",root.go랑 version.go 둘 다 호출부 한 번에 고쳐줘 가능하면,0,0,0,0,0,0.7387722812652203,0.0,False,False
ruff 룰 셀렉션이랑 line-length 항목만 손봐줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",ruff 룰 셀렉션이랑 line-length 항목만 손봐줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
run em,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",run em,0,0,0,0,0,0.7387722812652203,0.0,False,False
run it and ill click submit to confirm the list updates live,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",run it and ill click submit to confirm the list updates live,0,0,0,0,0,0.7387722812652203,0.0,False,False
run the button tests through jest and we'll see,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",run the button tests through jest and we'll see,0,0,0,0,0,0.7387722812652203,0.0,False,False
run the header tests,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",run the header tests,0,0,0,0,0,0.7387722812652203,0.0,False,False
run the model tests to confirm the clean() validation behaves,2,2,lint_or_typecheck,2,1.0,0,"{""lint_or_typecheck"": 2}",run the model tests to confirm the clean() validation behaves,0,0,0,0,0,0.7387722812652203,0.0,False,False
run the suite,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",run the suite,0,0,0,0,0,0.7387722812652203,0.0,False,False
run the user tests,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",run the user tests,0,0,0,0,0,0.7387722812652203,0.0,False,False
sanity run on the metro bundler,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",sanity run on the metro bundler,0,0,0,0,0,0.7387722812652203,0.0,False,False
select_related 인자에 따옴표 빠졌네. 거기 고쳐,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",select_related 인자에 따옴표 빠졌네. 거기 고쳐,0,0,0,0,0,0.7387722812652203,0.0,False,False
setUser랑 <IDENT> 호출될 때 audit 한줄 찍게 store랑 <IDENT> 같이 손봐줘 천천히,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",setUser랑 clearUser 호출될 때 audit 한줄 찍게 store랑 useAuth 같이 손봐줘 천천히,0,0,0,0,0,0.7387722812652203,0.0,False,False
shellcheck도 걸어보자 혹시 모르니까,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",shellcheck도 걸어보자 혹시 모르니까,0,0,0,0,0,0.7387722812652203,0.0,False,False
ship a webhook on every status transition i guess,2,2,ask_user,2,1.0,0,"{""ask_user"": 2}",ship a webhook on every status transition i guess,0,0,0,0,0,0.7387722812652203,0.0,False,False
"show me <<IDENT>>, that's where most of it is",2,2,glob_pattern,2,1.0,0,"{""glob_pattern"": 2}","show me test_auth.py, that's where most of it is",0,0,0,0,0,0.7387722812652203,0.0,False,False
shows nav links가 authed 여부 따라 달라지는데 그 분기를 헤더가 제대로 안 하나봐. onLogout 말고 렌더 분기 쪽 다시 손봐줘 여기부터,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",shows nav links가 authed 여부 따라 달라지는데 그 분기를 헤더가 제대로 안 하나봐. onLogout 말고 렌더 분기 쪽 다시 손봐줘 여기부터,0,0,0,0,0,0.7387722812652203,0.0,False,False
"side note, add an <IDENT> block and hook it into the build target",2,2,edit_file,2,1.0,0,"{""edit_file"": 2}","side note, add an LDFLAGS block and hook it into the build target",0,0,0,0,0,0.7387722812652203,0.0,False,False
"side note, yeah the plot_curves cell. im adding a viz module. write <<IDENT>> with that function cleaned up",2,2,write_file,2,1.0,0,"{""write_file"": 2}","side note, yeah the plot_curves cell. im adding a viz module. write src/data/preprocess.py with that function cleaned up",0,0,0,0,0,0.7387722812652203,0.0,False,False
signatures line up. run the full test suite before i push,2,2,lint_or_typecheck,2,1.0,0,"{""lint_or_typecheck"": 2}",signatures line up. run the full test suite before i push,0,0,0,0,0,0.7387722812652203,0.0,False,False
smoke test the events dag through airflow,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",smoke test the events dag through airflow,0,0,0,0,0,0.7387722812652203,0.0,False,False
spin up the dev server so i can eyeball it,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",spin up the dev server so i can eyeball it,0,0,0,0,0,0.7387722812652203,0.0,False,False
src 밑에 뭐가 있는지 통째로 보고 싶어. 디렉토리 한번 까봐,2,2,list_directory,2,1.0,0,"{""list_directory"": 2}",src 밑에 뭐가 있는지 통째로 보고 싶어. 디렉토리 한번 까봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
src 코드 정적분석 한번 돌려봐. 깨끗한지 보게,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",src 코드 정적분석 한번 돌려봐. 깨끗한지 보게,0,0,0,0,0,0.7387722812652203,0.0,False,False
src에 metrics 포트 하나 더 열어야 돼. 지금 ports 어떻게 돼 있어?,2,2,read_file,2,1.0,0,"{""read_file"": 2}",src에 metrics 포트 하나 더 열어야 돼. 지금 ports 어떻게 돼 있어?,0,0,0,0,0,0.7387722812652203,0.0,False,False
start at the repo: add <IDENT> derived query,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",start at the repo: add findBySignupCohort derived query,0,0,0,0,0,0.7387722812652203,0.0,False,False
still one? the test itself is asserting the old shape. read it,2,2,glob_pattern,2,1.0,0,"{""glob_pattern"": 2}",still one? the test itself is asserting the old shape. read it,0,0,0,0,0,0.7387722812652203,0.0,False,False
store 액션도 하나 추가해야지 <IDENT> 같은거,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",store 액션도 하나 추가해야지 setTheme 같은거,0,0,0,0,0,0.7387722812652203,0.0,False,False
targetPort가 8080으로 돼있네 이거 8000으로 바꿔줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",targetPort가 8080으로 돼있네 이거 8000으로 바꿔줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
test 잡 앞에 lint 스텝 추가해줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",test 잡 앞에 lint 스텝 추가해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
test_expired_token이 의심스러운데 거기서 부르는 함수가 라우터에 아직 남아있는지 검색해줘,2,2,glob_pattern,2,1.0,0,"{""glob_pattern"": 2}",test_expired_token이 의심스러운데 거기서 부르는 함수가 라우터에 아직 남아있는지 검색해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
test_total_amount_default가 깨지네. 모델 default 값 바뀐듯. 손대기 전에 어떻게 고칠지 단계부터 정리해줘 ㅎ,2,2,web_search,2,1.0,0,"{""web_search"": 2}",test_total_amount_default가 깨지네. 모델 default 값 바뀐듯. 손대기 전에 어떻게 고칠지 단계부터 정리해줘 ㅎ,0,0,0,0,0,0.7387722812652203,0.0,False,False
tests again,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",tests again,0,0,0,0,0,0.7387722812652203,0.0,False,False
tests 에서도 직접 부르고 있구나. 정의부인 users dag부터 함수 이름을 normalize_users 로 바꿔줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",tests 에서도 직접 부르고 있구나. 정의부인 users dag부터 함수 이름을 normalize_users 로 바꿔줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
"the difficulty scaling could go two ways and i'm torn. should enemies get faster over time, or just spawn more often? ask me before you touch anything",2,2,plan_task,2,1.0,0,"{""plan_task"": 2}","the difficulty scaling could go two ways and i'm torn. should enemies get faster over time, or just spawn more often? ask me before you touch anything",0,0,0,0,0,0.7387722812652203,0.0,False,False
the img has no aspect ratio lock. patch the style block to pin it,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",the img has no aspect ratio lock. patch the style block to pin it,0,0,0,0,0,0.7387722812652203,0.0,False,False
"the store file is getting messy, can we clean it up",2,2,plan_task,2,1.0,0,"{""plan_task"": 2}","the store file is getting messy, can we clean it up",0,0,0,0,0,0.7387722812652203,0.0,False,False
"there it is, line <NUM>. cleanest fix is a <<IDENT>> around the result writes, or just hand results over a channel. i'll go mutex, less churn. plan the change please",2,2,ask_user,2,1.0,0,"{""ask_user"": 2}","there it is, line 142. cleanest fix is a sync.Mutex around the result writes, or just hand results over a channel. i'll go mutex, less churn. plan the change please",0,0,0,0,0,0.7387722812652203,0.0,False,False
"this <<IDENT>> change won't run for me, page just hangs. why is it breaking?",2,2,grep_search,2,1.0,0,"{""grep_search"": 2}","this pom.xml change won't run for me, page just hangs. why is it breaking?",0,0,0,0,0,0.7387722812652203,0.0,False,False
tighten the on: block to main and v* tags only,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",tighten the on: block to main and v* tags only,0,0,0,0,0,0.7387722812652203,0.0,False,False
time a single load to see if it actually helped,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",time a single load to see if it actually helped,0,0,0,0,0,0.7387722812652203,0.0,False,False
tls는 어디서 끌어오는지 모르겠네. cert-manager 어노테이션 들어간 데 있어?,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",tls는 어디서 끌어오는지 모르겠네. cert-manager 어노테이션 들어간 데 있어?,0,0,0,0,0,0.7387722812652203,0.0,False,False
tokenize가 어디어디서 불려나가는지 추적 좀,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",tokenize가 어디어디서 불려나가는지 추적 좀,0,0,0,0,0,0.7387722812652203,0.0,False,False
toml로 가자 (cargo랑 결이 맞으니까). 그럼 설정 로딩 로직 새 파일로 만들어줘,2,2,write_file,2,1.0,0,"{""write_file"": 2}",toml로 가자 (cargo랑 결이 맞으니까). 그럼 설정 로딩 로직 새 파일로 만들어줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
torch isn't even listed lol. add torch==<NUM>.<NUM> and torchvision==<NUM>.<NUM>,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",torch isn't even listed lol. add torch==2.4.0 and torchvision==0.19.0,0,0,0,0,0,0.7387722812652203,0.0,False,False
torch==<NUM> ㅋㅋㅋ 누가 오타 냈네. <NUM>.0으로 고쳐줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",torch==99.0 ㅋㅋㅋ 누가 오타 냈네. 2.2.0으로 고쳐줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
"transform 안에 fillna 단계 추가하기 전에, 이 transform을 파이프라인 어디어디서 호출하는지부터 확인하고 싶어 우선",2,2,read_file,2,1.0,0,"{""read_file"": 2}","transform 안에 fillna 단계 추가하기 전에, 이 transform을 파이프라인 어디어디서 호출하는지부터 확인하고 싶어 우선",0,0,0,0,0,0.7387722812652203,0.0,False,False
try booting again,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",try booting again,0,0,0,0,0,0.7387722812652203,0.0,False,False
try building it,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",try building it,0,0,0,0,0,0.7387722812652203,0.0,False,False
try building the image real quick so i can time the layers,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",try building the image real quick so i can time the layers,0,0,0,0,0,0.7387722812652203,0.0,False,False
trying to add a little dark mode toggle to the page. where does the button stuff even live right now?,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",trying to add a little dark mode toggle to the page. where does the button stuff even live right now?,0,0,0,0,0,0.7387722812652203,0.0,False,False
tsx 파일들 전체적으로 몇 개나 있는지 한방에 보고 싶다,2,2,glob_pattern,2,1.0,0,"{""glob_pattern"": 2}",tsx 파일들 전체적으로 몇 개나 있는지 한방에 보고 싶다,0,0,0,0,0,0.7387722812652203,0.0,False,False
"two are stale. delete those, leave the other two with a ticket ref",2,2,apply_patch,2,1.0,0,"{""apply_patch"": 2}","two are stale. delete those, leave the other two with a ticket ref",0,0,0,0,0,0.7387722812652203,0.0,False,False
type check again,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",type check again,0,0,0,0,0,0.7387722812652203,0.0,False,False
"ugh missed one in <<IDENT>>, the receiver still calls Run. fix that line",2,2,edit_file,2,1.0,0,"{""edit_file"": 2}","ugh missed one in user.ts, the receiver still calls Run. fix that line",0,0,0,0,0,0.7387722812652203,0.0,False,False
"ugh, drift. someone made that role by hand. where do we define it in tf?",2,2,list_directory,2,1.0,0,"{""list_directory"": 2}","ugh, drift. someone made that role by hand. where do we define it in tf?",0,0,0,0,0,0.7387722812652203,0.0,False,False
ugh. ok fix the type errors it flagged on the snapshot variable,2,2,apply_patch,2,1.0,0,"{""apply_patch"": 2}",ugh. ok fix the type errors it flagged on the snapshot variable,0,0,0,0,0,0.7387722812652203,0.0,False,False
ugh. the Date math is returning a string somewhere. fix the comparison,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",ugh. the Date math is returning a string somewhere. fix the comparison,0,0,0,0,0,0.7387722812652203,0.0,False,False
ugh. which assertion is blowing up — pull the test file so i can see,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",ugh. which assertion is blowing up — pull the test file so i can see,0,0,0,0,0,0.7387722812652203,0.0,False,False
"ugh. which assertion, dump it again verbose",2,2,run_bash,2,1.0,0,"{""run_bash"": 2}","ugh. which assertion, dump it again verbose",0,0,0,0,0,0.7387722812652203,0.0,False,False
update the build script so tsc runs before next build if that's ok,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",update the build script so tsc runs before next build if that's ok,0,0,0,0,0,0.7387722812652203,0.0,False,False
url name 들이 prefix 없이 막 돼 있어서 헷갈려. order- 처럼 접두어 붙이는 게 베스트프랙티스 맞나? 장고 권장 방식 좀 찾아봐줘,2,2,plan_task,2,1.0,0,"{""plan_task"": 2}",url name 들이 prefix 없이 막 돼 있어서 헷갈려. order- 처럼 접두어 붙이는 게 베스트프랙티스 맞나? 장고 권장 방식 좀 찾아봐줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
url 라우팅이 꼬인 거 같은데 settings에 <IDENT> 뭐로 잡혀있어?,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",url 라우팅이 꼬인 거 같은데 settings에 ROOT_URLCONF 뭐로 잡혀있어?,0,0,0,0,0,0.7387722812652203,0.0,False,False
"user_id, email, created_at 세개 not-null이면 돼. 단계 추가 계획부터 짜줘",2,2,ask_user,2,1.0,0,"{""ask_user"": 2}","user_id, email, created_at 세개 not-null이면 돼. 단계 추가 계획부터 짜줘",0,0,0,0,0,0.7387722812652203,0.0,False,False
v2 prefix가 루트랑 앱 양쪽에 다 빠졌어. 두 파일 같이 맞춰서 패치해줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",v2 prefix가 루트랑 앱 양쪽에 다 빠졌어. 두 파일 같이 맞춰서 패치해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
vague ask incoming — someone said <<IDENT>>. that's all I got. where do checkpoints even get written?,2,2,read_file,2,1.0,0,"{""read_file"": 2}",vague ask incoming — someone said 'the checkpoint thing is broken'. that's all I got. where do checkpoints even get written?,0,0,0,0,0,0.7387722812652203,0.0,False,False
validate the config still parses,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",validate the config still parses,0,0,0,0,0,0.7387722812652203,0.0,False,False
validate 한번 돌려서 문법 깨졌나 보자,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",validate 한번 돌려서 문법 깨졌나 보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
validation 의존성 빠진 듯. <<IDENT>> 열어봐,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",validation 의존성 빠진 듯. app/models.py 열어봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
verify the env can import it now,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",verify the env can import it now,0,0,0,0,0,0.7387722812652203,0.0,False,False
version typo probably. fix the plugin <<IDENT>> line,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",version typo probably. fix the plugin id/version line,0,0,0,0,0,0.7387722812652203,0.0,False,False
we should add caching to the homepage. can you make it faster,2,2,plan_task,2,1.0,0,"{""plan_task"": 2}",we should add caching to the homepage. can you make it faster,0,0,0,0,0,0.7387722812652203,0.0,False,False
we use a custom <IDENT> — is that a standard sinusoidal impl or something homegrown? i want to compare against the original paper formulation,2,2,web_search,2,1.0,0,"{""web_search"": 2}",we use a custom PositionalEncoding — is that a standard sinusoidal impl or something homegrown? i want to compare against the original paper formulation,0,0,0,0,0,0.7387722812652203,0.0,False,False
we're missing the load balancer ip output. add it,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",we're missing the load balancer ip output. add it,0,0,0,0,0,0.7387722812652203,0.0,False,False
"what <IDENT> are we pinned to, and where else does that number show up",2,2,grep_search,2,1.0,0,"{""grep_search"": 2}","what minSdk are we pinned to, and where else does that number show up",0,0,0,0,0,0.7387722812652203,0.0,False,False
what version of django are we actually running,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",what version of django are we actually running,0,0,0,0,0,0.7387722812652203,0.0,False,False
what's actually in the terraform dir? list it out,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",what's actually in the terraform dir? list it out,0,0,0,0,0,0.7387722812652203,0.0,False,False
what's the current recommended linking config for react navigation deep links?,2,2,web_search,2,1.0,0,"{""web_search"": 2}",what's the current recommended linking config for react navigation deep links?,0,0,0,0,0,0.7387722812652203,0.0,False,False
what<<IDENT>>s flagged,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",what'd it catch? fix whatever's flagged,0,0,0,0,0,0.7387722812652203,0.0,False,False
whats actually inside the ios folder? wanna know if there's anything besides the standard pods setup before i touch native stuff,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",whats actually inside the ios folder? wanna know if there's anything besides the standard pods setup before i touch native stuff,0,0,0,0,0,0.7387722812652203,0.0,False,False
whats actually under <<IDENT>> ? trying to map the attack surface,2,2,list_directory,2,1.0,0,"{""list_directory"": 2}",whats actually under tests/test_dags.py ? trying to map the attack surface,0,0,0,0,0,0.7387722812652203,0.0,False,False
"when you can, we've got a nasty intermittent bug where a user gets created twice under load. i think the controller, service and repo all need consistent changes. before any code, break the fix down into steps",2,2,plan_task,2,1.0,0,"{""plan_task"": 2}","when you can, we've got a nasty intermittent bug where a user gets created twice under load. i think the controller, service and repo all need consistent changes. before any code, break the fix down into steps",0,0,0,0,0,0.7387722812652203,0.0,False,False
"when you're free, swap the hardcoded keys in <IDENT> for a lookup against a keymap dict",2,2,edit_file,2,1.0,0,"{""edit_file"": 2}","when you're free, swap the hardcoded keys in getInstance for a lookup against a keymap dict",0,0,0,0,0,0.7387722812652203,0.0,False,False
where do we define the Validate class?,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",where do we define the Validate class?,0,0,0,0,0,0.7387722812652203,0.0,False,False
where do we set the replica count? i can't find it,2,2,read_file,2,1.0,0,"{""read_file"": 2}",where do we set the replica count? i can't find it,0,0,0,0,0,0.7387722812652203,0.0,False,False
where does the login actually happen in this app? i cant find it lol,2,2,glob_pattern,2,1.0,0,"{""glob_pattern"": 2}",where does the login actually happen in this app? i cant find it lol,0,0,0,0,0,0.7387722812652203,0.0,False,False
where's the positional encoding actually applied - is it inside the block or up in build_model?,2,2,glob_pattern,2,1.0,0,"{""glob_pattern"": 2}",where's the positional encoding actually applied - is it inside the block or up in build_model?,0,0,0,0,0,0.7387722812652203,0.0,False,False
which files reference the prod namespace? grep around for it,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",which files reference the prod namespace? grep around for it,0,0,0,0,0,0.7387722812652203,0.0,False,False
which test files do we even have right now,2,2,read_file,2,1.0,0,"{""read_file"": 2}",which test files do we even have right now,0,0,0,0,0,0.7387722812652203,0.0,False,False
wire it into the store + the header logout in one go,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",wire it into the store + the header logout in one go,0,0,0,0,0,0.7387722812652203,0.0,False,False
workflow 파일에서 배포 트리거가 어떤 브랜치에 걸려있는지 확인해줘 지금,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",workflow 파일에서 배포 트리거가 어떤 브랜치에 걸려있는지 확인해줘 지금,0,0,0,0,0,0.7387722812652203,0.0,False,False
yaml 문법 안 깨졌나 검증만 돌려보자,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",yaml 문법 안 깨졌나 검증만 돌려보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
